"county_id","county_name","tract","block_code"
1,"adams",9501,530019501001238
1,"adams",9501,530019501001239
1,"adams",9501,530019501001240
1,"adams",9501,530019501001241
1,"adams",9501,530019501001242
1,"adams",9501,530019501001243
1,"adams",9501,530019501001244
1,"adams",9501,530019501001245
1,"adams",9501,530019501001246
1,"adams",9501,530019501001247
1,"adams",9501,530019501001248
1,"adams",9501,530019501001249
1,"adams",9501,530019501001250
1,"adams",9501,530019501001251
1,"adams",9501,530019501001252
1,"adams",9501,530019501001253
1,"adams",9501,530019501001254
1,"adams",9501,530019501001255
1,"adams",9501,530019501001256
1,"adams",9501,530019501001257
1,"adams",9501,530019501001258
1,"adams",9501,530019501001259
1,"adams",9501,530019501001260
1,"adams",9501,530019501001261
1,"adams",9501,530019501001262
1,"adams",9501,530019501001263
1,"adams",9501,530019501001264
1,"adams",9501,530019501001265
1,"adams",9501,530019501001266
1,"adams",9501,530019501001267
1,"adams",9501,530019501001268
1,"adams",9501,530019501001269
1,"adams",9501,530019501001270
1,"adams",9501,530019501001271
1,"adams",9501,530019501001272
1,"adams",9501,530019501001273
1,"adams",9501,530019501001274
1,"adams",9501,530019501001275
1,"adams",9501,530019501001276
1,"adams",9501,530019501001277
1,"adams",9501,530019501001278
1,"adams",9501,530019501001279
1,"adams",9501,530019501001280
1,"adams",9501,530019501001281
1,"adams",9501,530019501001282
1,"adams",9501,530019501001283
1,"adams",9501,530019501001284
1,"adams",9501,530019501001285
1,"adams",9501,530019501001286
1,"adams",9501,530019501001287
1,"adams",9501,530019501001288
1,"adams",9501,530019501001289
1,"adams",9501,530019501001290
1,"adams",9501,530019501001291
1,"adams",9501,530019501001292
1,"adams",9501,530019501001293
1,"adams",9501,530019501001294
1,"adams",9501,530019501001295
1,"adams",9501,530019501001296
1,"adams",9501,530019501001297
1,"adams",9501,530019501001298
1,"adams",9501,530019501001299
1,"adams",9501,530019501001300
1,"adams",9501,530019501001301
1,"adams",9501,530019501001302
1,"adams",9501,530019501001303
1,"adams",9501,530019501001304
1,"adams",9501,530019501001305
1,"adams",9501,530019501001306
1,"adams",9501,530019501001307
1,"adams",9501,530019501001308
1,"adams",9501,530019501001309
1,"adams",9501,530019501001310
1,"adams",9501,530019501001311
1,"adams",9501,530019501001312
1,"adams",9501,530019501001313
1,"adams",9501,530019501001314
1,"adams",9501,530019501001315
1,"adams",9501,530019501001316
1,"adams",9501,530019501001317
1,"adams",9501,530019501001318
1,"adams",9501,530019501001319
1,"adams",9501,530019501001320
1,"adams",9501,530019501001321
1,"adams",9501,530019501001322
1,"adams",9501,530019501001323
1,"adams",9501,530019501001324
1,"adams",9501,530019501001325
1,"adams",9501,530019501001326
1,"adams",9501,530019501001327
1,"adams",9501,530019501001328
1,"adams",9501,530019501001329
1,"adams",9501,530019501001330
1,"adams",9501,530019501001331
1,"adams",9501,530019501001332
1,"adams",9501,530019501001333
1,"adams",9501,530019501001334
1,"adams",9501,530019501001335
1,"adams",9501,530019501001336
1,"adams",9501,530019501001337
1,"adams",9501,530019501001338
1,"adams",9501,530019501001339
1,"adams",9501,530019501001340
1,"adams",9501,530019501001341
1,"adams",9501,530019501001342
1,"adams",9501,530019501001343
1,"adams",9501,530019501001344
1,"adams",9501,530019501001345
1,"adams",9501,530019501001346
1,"adams",9501,530019501001347
1,"adams",9501,530019501001348
1,"adams",9501,530019501001349
1,"adams",9501,530019501001350
1,"adams",9501,530019501001351
1,"adams",9501,530019501001352
1,"adams",9501,530019501001353
1,"adams",9501,530019501001354
1,"adams",9501,530019501001355
1,"adams",9501,530019501001356
1,"adams",9501,530019501001357
1,"adams",9501,530019501001358
1,"adams",9501,530019501001359
1,"adams",9501,530019501001360
1,"adams",9501,530019501001361
1,"adams",9501,530019501001362
1,"adams",9501,530019501001363
1,"adams",9501,530019501001364
1,"adams",9501,530019501001365
1,"adams",9501,530019501001366
1,"adams",9501,530019501001367
1,"adams",9501,530019501001368
1,"adams",9501,530019501001369
1,"adams",9501,530019501001370
1,"adams",9501,530019501001371
1,"adams",9501,530019501001372
1,"adams",9501,530019501001373
1,"adams",9501,530019501001374
1,"adams",9501,530019501001375
1,"adams",9501,530019501001376
1,"adams",9501,530019501001377
1,"adams",9501,530019501001378
1,"adams",9501,530019501001379
1,"adams",9501,530019501001380
1,"adams",9501,530019501001381
1,"adams",9501,530019501001382
1,"adams",9501,530019501001383
1,"adams",9501,530019501001384
1,"adams",9501,530019501001385
1,"adams",9501,530019501001386
1,"adams",9501,530019501001387
1,"adams",9501,530019501001388
1,"adams",9501,530019501001389
1,"adams",9501,530019501001390
1,"adams",9501,530019501001391
1,"adams",9501,530019501001392
1,"adams",9501,530019501001393
1,"adams",9501,530019501001394
1,"adams",9501,530019501001395
1,"adams",9501,530019501001396
1,"adams",9501,530019501001397
1,"adams",9501,530019501001398
1,"adams",9501,530019501001399
1,"adams",9501,530019501001400
1,"adams",9501,530019501001401
1,"adams",9501,530019501001402
1,"adams",9501,530019501001403
1,"adams",9501,530019501001404
1,"adams",9501,530019501001405
1,"adams",9501,530019501001406
1,"adams",9501,530019501001407
1,"adams",9501,530019501001408
1,"adams",9501,530019501001409
1,"adams",9501,530019501001410
1,"adams",9501,530019501001411
1,"adams",9501,530019501001412
1,"adams",9501,530019501001413
1,"adams",9501,530019501001414
1,"adams",9501,530019501001415
1,"adams",9501,530019501001416
1,"adams",9501,530019501001417
1,"adams",9501,530019501001418
1,"adams",9501,530019501001419
1,"adams",9501,530019501001420
1,"adams",9501,530019501001421
1,"adams",9501,530019501001422
1,"adams",9501,530019501001423
1,"adams",9501,530019501001424
1,"adams",9501,530019501001425
1,"adams",9501,530019501001426
1,"adams",9501,530019501001427
1,"adams",9501,530019501001428
1,"adams",9501,530019501001429
1,"adams",9501,530019501001430
1,"adams",9501,530019501001431
1,"adams",9501,530019501001432
1,"adams",9501,530019501001433
1,"adams",9501,530019501001434
1,"adams",9501,530019501002000
1,"adams",9501,530019501002001
1,"adams",9501,530019501002002
1,"adams",9501,530019501002003
1,"adams",9501,530019501002004
1,"adams",9501,530019501002005
1,"adams",9501,530019501002006
1,"adams",9501,530019501002007
1,"adams",9501,530019501002008
1,"adams",9501,530019501002009
1,"adams",9501,530019501002010
1,"adams",9501,530019501002011
1,"adams",9501,530019501002012
1,"adams",9501,530019501002013
1,"adams",9501,530019501002014
1,"adams",9501,530019501002015
1,"adams",9501,530019501002016
1,"adams",9501,530019501002017
1,"adams",9501,530019501002018
1,"adams",9501,530019501002019
1,"adams",9501,530019501002020
1,"adams",9501,530019501002021
1,"adams",9501,530019501002022
1,"adams",9501,530019501002023
1,"adams",9501,530019501002024
1,"adams",9501,530019501002025
1,"adams",9501,530019501002026
1,"adams",9501,530019501002027
1,"adams",9501,530019501002028
1,"adams",9501,530019501002029
1,"adams",9501,530019501002030
1,"adams",9501,530019501002031
1,"adams",9501,530019501002032
1,"adams",9501,530019501002033
1,"adams",9501,530019501002034
1,"adams",9501,530019501002035
1,"adams",9501,530019501002036
1,"adams",9501,530019501002037
1,"adams",9501,530019501002038
1,"adams",9501,530019501002039
1,"adams",9501,530019501002040
1,"adams",9501,530019501002041
1,"adams",9501,530019501002042
1,"adams",9501,530019501002043
1,"adams",9501,530019501002044
1,"adams",9501,530019501002045
1,"adams",9501,530019501002046
1,"adams",9501,530019501002047
1,"adams",9501,530019501002048
1,"adams",9501,530019501002049
1,"adams",9501,530019501002050
1,"adams",9501,530019501002051
1,"adams",9501,530019501002052
1,"adams",9501,530019501002053
1,"adams",9501,530019501002054
1,"adams",9501,530019501002055
1,"adams",9501,530019501002056
1,"adams",9501,530019501002057
1,"adams",9501,530019501002058
1,"adams",9501,530019501002059
1,"adams",9501,530019501002060
1,"adams",9501,530019501002061
1,"adams",9501,530019501002062
1,"adams",9501,530019501002063
1,"adams",9501,530019501002064
1,"adams",9501,530019501002065
1,"adams",9501,530019501002066
1,"adams",9501,530019501002067
1,"adams",9501,530019501002068
1,"adams",9501,530019501002069
1,"adams",9501,530019501002070
1,"adams",9501,530019501002071
1,"adams",9501,530019501002072
1,"adams",9501,530019501002073
1,"adams",9501,530019501002074
1,"adams",9501,530019501002075
1,"adams",9501,530019501002076
1,"adams",9501,530019501002077
1,"adams",9501,530019501002078
1,"adams",9501,530019501002079
1,"adams",9501,530019501002080
1,"adams",9501,530019501002081
1,"adams",9501,530019501002082
1,"adams",9501,530019501002083
1,"adams",9501,530019501002084
1,"adams",9501,530019501002085
1,"adams",9501,530019501002086
1,"adams",9501,530019501002087
1,"adams",9501,530019501002088
1,"adams",9501,530019501002089
1,"adams",9501,530019501002090
1,"adams",9501,530019501002091
1,"adams",9501,530019501002092
1,"adams",9501,530019501002093
1,"adams",9501,530019501002094
1,"adams",9501,530019501002095
1,"adams",9501,530019501002096
1,"adams",9501,530019501002097
1,"adams",9501,530019501002098
1,"adams",9501,530019501002099
1,"adams",9501,530019501002100
1,"adams",9501,530019501002101
1,"adams",9501,530019501002102
1,"adams",9501,530019501002103
1,"adams",9501,530019501002104
1,"adams",9501,530019501002105
1,"adams",9501,530019501002106
1,"adams",9501,530019501002107
1,"adams",9501,530019501002108
1,"adams",9501,530019501002109
1,"adams",9501,530019501002110
1,"adams",9501,530019501002111
1,"adams",9501,530019501002112
1,"adams",9501,530019501002113
1,"adams",9501,530019501003000
1,"adams",9501,530019501003001
1,"adams",9501,530019501003002
1,"adams",9501,530019501003003
1,"adams",9501,530019501003004
1,"adams",9501,530019501003005
1,"adams",9501,530019501003006
1,"adams",9501,530019501003007
1,"adams",9501,530019501003008
1,"adams",9501,530019501003009
1,"adams",9501,530019501003010
1,"adams",9501,530019501003011
1,"adams",9501,530019501003012
1,"adams",9501,530019501003013
1,"adams",9501,530019501003014
1,"adams",9501,530019501003015
1,"adams",9501,530019501003016
1,"adams",9501,530019501003017
1,"adams",9501,530019501003018
1,"adams",9501,530019501003019
1,"adams",9501,530019501003020
1,"adams",9501,530019501003021
1,"adams",9501,530019501003022
1,"adams",9501,530019501003023
1,"adams",9501,530019501003024
1,"adams",9501,530019501003025
1,"adams",9501,530019501003026
1,"adams",9501,530019501003027
1,"adams",9501,530019501003028
1,"adams",9501,530019501003029
1,"adams",9501,530019501003030
1,"adams",9501,530019501003031
1,"adams",9501,530019501003032
1,"adams",9501,530019501003033
1,"adams",9501,530019501003034
1,"adams",9501,530019501003035
1,"adams",9501,530019501003036
1,"adams",9501,530019501003037
1,"adams",9501,530019501003038
1,"adams",9501,530019501003039
1,"adams",9501,530019501003040
1,"adams",9501,530019501003041
1,"adams",9501,530019501003042
1,"adams",9501,530019501003043
1,"adams",9501,530019501003044
1,"adams",9501,530019501003045
1,"adams",9501,530019501003046
1,"adams",9501,530019501003047
1,"adams",9501,530019501003048
1,"adams",9501,530019501003049
1,"adams",9501,530019501003050
1,"adams",9501,530019501003051
1,"adams",9501,530019501003052
1,"adams",9501,530019501003053
1,"adams",9501,530019501003054
1,"adams",9501,530019501003055
1,"adams",9501,530019501003056
1,"adams",9501,530019501003057
1,"adams",9501,530019501003058
1,"adams",9501,530019501003059
1,"adams",9501,530019501003060
1,"adams",9501,530019501003061
1,"adams",9501,530019501003062
1,"adams",9501,530019501003063
1,"adams",9501,530019501003064
1,"adams",9501,530019501003065
1,"adams",9501,530019501003066
1,"adams",9501,530019501003067
1,"adams",9501,530019501003068
1,"adams",9501,530019501003069
1,"adams",9501,530019501003070
1,"adams",9501,530019501003071
1,"adams",9501,530019501003072
1,"adams",9501,530019501003073
1,"adams",9501,530019501003074
1,"adams",9501,530019501003075
1,"adams",9501,530019501003076
1,"adams",9501,530019501003077
1,"adams",9501,530019501003078
1,"adams",9501,530019501003079
1,"adams",9501,530019501003080
1,"adams",9501,530019501003081
1,"adams",9501,530019501003082
1,"adams",9501,530019501003083
1,"adams",9501,530019501003084
1,"adams",9501,530019501003085
1,"adams",9501,530019501003086
1,"adams",9501,530019501003087
1,"adams",9502,530019502001000
1,"adams",9502,530019502001001
1,"adams",9502,530019502001002
1,"adams",9502,530019502001003
1,"adams",9502,530019502001004
1,"adams",9502,530019502001005
1,"adams",9502,530019502001006
1,"adams",9502,530019502001007
1,"adams",9502,530019502001008
1,"adams",9502,530019502001009
1,"adams",9502,530019502001010
1,"adams",9502,530019502001011
1,"adams",9502,530019502001012
1,"adams",9502,530019502001013
1,"adams",9502,530019502001014
1,"adams",9502,530019502001015
1,"adams",9502,530019502001016
1,"adams",9502,530019502001017
1,"adams",9502,530019502001018
1,"adams",9502,530019502001019
1,"adams",9502,530019502001020
1,"adams",9502,530019502001021
1,"adams",9502,530019502001022
1,"adams",9502,530019502001023
1,"adams",9502,530019502001024
1,"adams",9502,530019502001025
1,"adams",9502,530019502001026
1,"adams",9502,530019502001027
1,"adams",9502,530019502001028
1,"adams",9502,530019502001029
1,"adams",9502,530019502001030
1,"adams",9502,530019502001031
1,"adams",9502,530019502001032
1,"adams",9502,530019502001033
1,"adams",9502,530019502001034
1,"adams",9502,530019502001035
1,"adams",9502,530019502001036
1,"adams",9502,530019502001037
1,"adams",9502,530019502001038
1,"adams",9502,530019502001039
1,"adams",9502,530019502001040
1,"adams",9502,530019502001041
1,"adams",9502,530019502001042
1,"adams",9502,530019502001043
1,"adams",9502,530019502001044
1,"adams",9502,530019502001045
1,"adams",9502,530019502001046
1,"adams",9502,530019502001047
1,"adams",9502,530019502001048
1,"adams",9502,530019502001049
1,"adams",9502,530019502001050
1,"adams",9502,530019502001051
1,"adams",9502,530019502001052
1,"adams",9502,530019502001053
1,"adams",9502,530019502001054
1,"adams",9502,530019502001055
1,"adams",9502,530019502001056
1,"adams",9502,530019502001057
1,"adams",9502,530019502001058
1,"adams",9502,530019502001059
1,"adams",9502,530019502001060
1,"adams",9502,530019502001061
1,"adams",9502,530019502001062
1,"adams",9502,530019502001063
1,"adams",9502,530019502001064
1,"adams",9502,530019502001065
1,"adams",9502,530019502001066
1,"adams",9502,530019502001067
1,"adams",9502,530019502001068
1,"adams",9502,530019502001069
1,"adams",9502,530019502001070
1,"adams",9502,530019502001071
1,"adams",9502,530019502001072
1,"adams",9502,530019502001073
1,"adams",9502,530019502001074
1,"adams",9502,530019502001075
1,"adams",9502,530019502001076
1,"adams",9502,530019502001077
1,"adams",9502,530019502001078
1,"adams",9502,530019502001079
1,"adams",9502,530019502001080
1,"adams",9502,530019502001081
1,"adams",9502,530019502001082
1,"adams",9502,530019502001083
1,"adams",9502,530019502001084
1,"adams",9502,530019502001085
1,"adams",9502,530019502001086
1,"adams",9502,530019502001087
1,"adams",9502,530019502001088
1,"adams",9502,530019502001089
1,"adams",9502,530019502001090
1,"adams",9502,530019502001091
1,"adams",9502,530019502001092
1,"adams",9502,530019502001093
1,"adams",9502,530019502001094
1,"adams",9502,530019502001095
1,"adams",9502,530019502001096
1,"adams",9502,530019502001097
1,"adams",9502,530019502001098
1,"adams",9502,530019502001099
1,"adams",9502,530019502001100
1,"adams",9502,530019502001101
1,"adams",9502,530019502001102
1,"adams",9502,530019502001103
1,"adams",9502,530019502001104
1,"adams",9502,530019502001105
1,"adams",9502,530019502001106
1,"adams",9502,530019502001107
1,"adams",9502,530019502001108
1,"adams",9502,530019502001109
1,"adams",9502,530019502001110
1,"adams",9502,530019502001111
1,"adams",9502,530019502001112
1,"adams",9502,530019502001113
1,"adams",9502,530019502001114
1,"adams",9502,530019502001115
1,"adams",9502,530019502001116
1,"adams",9502,530019502001117
1,"adams",9502,530019502001118
1,"adams",9502,530019502001119
1,"adams",9502,530019502001120
1,"adams",9502,530019502001121
1,"adams",9502,530019502001122
1,"adams",9502,530019502001123
1,"adams",9502,530019502001124
1,"adams",9502,530019502001125
1,"adams",9502,530019502001126
1,"adams",9502,530019502001127
1,"adams",9502,530019502001128
1,"adams",9502,530019502001129
1,"adams",9502,530019502001130
1,"adams",9502,530019502001131
1,"adams",9502,530019502001132
1,"adams",9502,530019502001133
1,"adams",9502,530019502001134
1,"adams",9502,530019502001135
1,"adams",9502,530019502001136
1,"adams",9502,530019502001137
1,"adams",9502,530019502001138
1,"adams",9502,530019502001139
1,"adams",9502,530019502001140
1,"adams",9502,530019502001141
1,"adams",9502,530019502001142
1,"adams",9502,530019502001143
1,"adams",9502,530019502001144
1,"adams",9502,530019502001145
1,"adams",9502,530019502001146
1,"adams",9502,530019502001147
1,"adams",9502,530019502001148
1,"adams",9502,530019502001149
1,"adams",9502,530019502001150
1,"adams",9502,530019502001151
1,"adams",9502,530019502001152
1,"adams",9502,530019502001153
1,"adams",9502,530019502001154
1,"adams",9502,530019502001155
1,"adams",9502,530019502001156
1,"adams",9502,530019502001157
1,"adams",9502,530019502001158
1,"adams",9502,530019502001159
1,"adams",9502,530019502001160
1,"adams",9502,530019502001161
1,"adams",9502,530019502001162
1,"adams",9502,530019502001163
1,"adams",9502,530019502001164
1,"adams",9502,530019502001165
1,"adams",9502,530019502001166
1,"adams",9502,530019502001167
1,"adams",9502,530019502001168
1,"adams",9502,530019502001169
1,"adams",9502,530019502001170
1,"adams",9502,530019502001171
1,"adams",9502,530019502001172
1,"adams",9502,530019502001173
1,"adams",9502,530019502001174
1,"adams",9502,530019502001175
1,"adams",9502,530019502001176
1,"adams",9502,530019502001177
1,"adams",9502,530019502001178
1,"adams",9502,530019502001179
1,"adams",9502,530019502001180
1,"adams",9502,530019502001181
1,"adams",9502,530019502001182
1,"adams",9502,530019502001183
1,"adams",9502,530019502001184
1,"adams",9502,530019502001185
1,"adams",9502,530019502001186
1,"adams",9502,530019502001187
1,"adams",9502,530019502001188
1,"adams",9502,530019502001189
1,"adams",9502,530019502001190
1,"adams",9502,530019502001191
1,"adams",9502,530019502001192
1,"adams",9502,530019502001193
1,"adams",9502,530019502001194
1,"adams",9502,530019502001195
1,"adams",9502,530019502001196
1,"adams",9502,530019502001197
1,"adams",9502,530019502001198
1,"adams",9502,530019502001199
1,"adams",9502,530019502001200
1,"adams",9502,530019502001201
1,"adams",9502,530019502001202
1,"adams",9502,530019502001203
1,"adams",9502,530019502001204
1,"adams",9502,530019502001205
1,"adams",9502,530019502001206
1,"adams",9502,530019502001207
1,"adams",9502,530019502001208
1,"adams",9502,530019502001209
1,"adams",9502,530019502001210
1,"adams",9502,530019502001211
1,"adams",9502,530019502001212
1,"adams",9502,530019502001213
1,"adams",9502,530019502001214
1,"adams",9502,530019502001215
1,"adams",9502,530019502001216
1,"adams",9502,530019502001217
1,"adams",9502,530019502001218
1,"adams",9502,530019502001219
1,"adams",9502,530019502001220
1,"adams",9502,530019502001221
1,"adams",9502,530019502001222
1,"adams",9502,530019502001223
1,"adams",9502,530019502001224
1,"adams",9502,530019502001225
1,"adams",9502,530019502001226
1,"adams",9502,530019502001227
1,"adams",9502,530019502001228
1,"adams",9502,530019502001229
1,"adams",9502,530019502001230
1,"adams",9502,530019502001231
1,"adams",9502,530019502001232
1,"adams",9502,530019502001233
1,"adams",9502,530019502001234
1,"adams",9502,530019502001235
1,"adams",9502,530019502001236
1,"adams",9502,530019502001237
1,"adams",9502,530019502001238
1,"adams",9502,530019502001239
1,"adams",9502,530019502001240
1,"adams",9502,530019502001241
1,"adams",9502,530019502001242
1,"adams",9502,530019502001243
1,"adams",9502,530019502001244
1,"adams",9502,530019502001245
1,"adams",9502,530019502001246
1,"adams",9502,530019502001247
1,"adams",9502,530019502002000
1,"adams",9502,530019502002001
1,"adams",9502,530019502002002
1,"adams",9502,530019502002003
1,"adams",9502,530019502002004
1,"adams",9502,530019502002005
1,"adams",9502,530019502002006
1,"adams",9502,530019502002007
1,"adams",9502,530019502002008
1,"adams",9502,530019502002009
1,"adams",9502,530019502002010
1,"adams",9502,530019502002011
1,"adams",9502,530019502002012
1,"adams",9502,530019502002013
1,"adams",9502,530019502002014
1,"adams",9502,530019502002015
1,"adams",9502,530019502002016
1,"adams",9502,530019502002017
1,"adams",9502,530019502002018
1,"adams",9502,530019502002019
1,"adams",9502,530019502002020
1,"adams",9502,530019502002021
1,"adams",9502,530019502002022
1,"adams",9502,530019502002023
1,"adams",9502,530019502002024
1,"adams",9502,530019502002025
1,"adams",9502,530019502002026
1,"adams",9502,530019502002027
1,"adams",9502,530019502002028
1,"adams",9502,530019502002029
1,"adams",9502,530019502002030
1,"adams",9502,530019502002031
1,"adams",9502,530019502002032
1,"adams",9502,530019502002033
1,"adams",9502,530019502002034
1,"adams",9502,530019502002035
1,"adams",9502,530019502002036
1,"adams",9502,530019502002037
1,"adams",9502,530019502002038
1,"adams",9502,530019502002039
1,"adams",9502,530019502002040
1,"adams",9502,530019502002041
1,"adams",9502,530019502002042
1,"adams",9502,530019502002043
1,"adams",9502,530019502002044
1,"adams",9502,530019502002045
